"cardmarketId","name","collectorNumber","rarity","expansion","expansionCode","scryfallId","tcgplayerId"
787145,"Electrostatic Discharge (Yellow) (Regular)","111","Common","Rosetta","ROS",,
753652,"Eloquence (Extended Art Cold Foil)","154","Promo","FAB Promos","FAB",,
721536,"Eloquence (Regular)","233","Common","Dusk till Dawn","DTD",,
769049,"Eloquent Eulogy (Rainbow Foil)","237","Majestic","Part the Mistveil","MST",,
769048,"Eloquent Eulogy (Regular)","237","Majestic","Part the Mistveil","MST",,
663152,"Embermaw Cenipai (Blue) (Rainbow Foil)","029","Common","Uprising","UPR",,
663151,"Embermaw Cenipai (Blue) (Regular)","029","Common","Uprising","UPR",,
663148,"Embermaw Cenipai (Red) (Rainbow Foil)","027","Common","Uprising","UPR",,
663147,"Embermaw Cenipai (Red) (Regular)","027","Common","Uprising","UPR",,
665933,"Embermaw Cenipai (Red) (Regular)","DRO016","Common","Uprising - Dromai Blitz Deck","DRO",,
663149,"Embermaw Cenipai (Yellow) (Rainbow Foil)","028","Common","Uprising","UPR",,
663150,"Embermaw Cenipai (Yellow) (Regular)","028","Common","Uprising","UPR",,
715026,"Embodiment of Earth (Cold Foil)","118","Promo","FAB Promos","FAB",,
700757,"Embodiment of Earth (Regular)","079","Common","History Pack 2 - Black Label","2HP-BL",,
721474,"Embodiment of Earth (Regular)","194","Common","Dusk till Dawn","DTD",,
786987,"Embodiment of Earth (Regular)","025","Token","Rosetta","ROS",,
800833,"Embodiment of Earth (Regular)","028","Token","Armory Deck Origins: Jarl Vetreidi","AJV",,
804446,"Embodiment of Earth (Regular)","055","Common","Archive Mastery Pack - Guardian","GAP",,
605762,"Embodiment of Earth // Embodiment of Lightning (Normal)","109/110","Token","Tales of Aria - First","ELE-F",,
605789,"Embodiment of Earth // Embodiment of Lightning (Normal)","109/110","Token","Tales of Aria - Unlimited","ELE-U",,
715029,"Embodiment of Lightning (Cold Foil)","119","Promo","FAB Promos","FAB",,
700758,"Embodiment of Lightning (Regular)","080","Common","History Pack 2 - Black Label","2HP-BL",,
721478,"Embodiment of Lightning (Regular)","195","Common","Dusk till Dawn","DTD",,
785085,"Embodiment of Lightning (Regular)","027","Token","First Strike: Aurora","AUR",,
786988,"Embodiment of Lightning (Regular)","026","Token","Rosetta","ROS",,
605209,"Embodiment of Lightning // Embodiment of Earth (Regular)","002/003","Token","Tales of Aria - Briar Blitz Deck","BRI",,
605763,"Embodiment of Lightning // Titan's Fist (Normal)","110/202","Token","Tales of Aria - First","ELE-F",,
605790,"Embodiment of Lightning // Titan's Fist (Normal)","110/202","Token","Tales of Aria - Unlimited","ELE-U",,
604279,"Embolden (Blue) (Normal)","ELE208","Rare","Tales of Aria - First","ELE-F",,
604734,"Embolden (Blue) (Normal)","ELE208","Rare","Tales of Aria - Unlimited","ELE-U",,
604280,"Embolden (Blue) (Rainbow Foil)","ELE208","Rare","Tales of Aria - First","ELE-F",,
604735,"Embolden (Blue) (Rainbow Foil)","ELE208","Rare","Tales of Aria - Unlimited","ELE-U",,
700372,"Embolden (Blue) (Regular)","325","Rare","History Pack 2 - Black Label","2HP-BL",,
841026,"Embolden (Blue) (Regular)","099","Common","Mastery Pack: Guardian","MPG",,
604275,"Embolden (Red) (Normal)","ELE206","Rare","Tales of Aria - First","ELE-F",,
604730,"Embolden (Red) (Normal)","ELE206","Rare","Tales of Aria - Unlimited","ELE-U",,
604276,"Embolden (Red) (Rainbow Foil)","ELE206","Rare","Tales of Aria - First","ELE-F",,
604731,"Embolden (Red) (Rainbow Foil)","ELE206","Rare","Tales of Aria - Unlimited","ELE-U",,
605267,"Embolden (Red) (Regular)","030","Rare","Tales of Aria - Oldhim Blitz Deck","OLD",,
700370,"Embolden (Red) (Regular)","323","Rare","History Pack 2 - Black Label","2HP-BL",,
841016,"Embolden (Red) (Regular)","097","Common","Mastery Pack: Guardian","MPG",,
604277,"Embolden (Yellow) (Normal)","ELE207","Rare","Tales of Aria - First","ELE-F",,
604732,"Embolden (Yellow) (Normal)","ELE207","Rare","Tales of Aria - Unlimited","ELE-U",,
604278,"Embolden (Yellow) (Rainbow Foil)","ELE207","Rare","Tales of Aria - First","ELE-F",,
604733,"Embolden (Yellow) (Rainbow Foil)","ELE207","Rare","Tales of Aria - Unlimited","ELE-U",,
700371,"Embolden (Yellow) (Regular)","324","Rare","History Pack 2 - Black Label","2HP-BL",,
841018,"Embolden (Yellow) (Regular)","098","Common","Mastery Pack: Guardian","MPG",,
734150,"Emboldened Blade (Rainbow Foil)","240","Majestic","Bright Lights","EVO",,
734149,"Emboldened Blade (Regular)","240","Majestic","Bright Lights","EVO",,
751503,"Embrace Adversity (Cold Foil)","200","Common","Heavy Hitters","HVY",,
751502,"Embrace Adversity (Regular)","200","Common","Heavy Hitters","HVY",,
603929,"Emerging Avalanche (Blue) (Normal)","ELE027","Common","Tales of Aria - First","ELE-F",,
604385,"Emerging Avalanche (Blue) (Normal)","ELE027","Common","Tales of Aria - Unlimited","ELE-U",,
603930,"Emerging Avalanche (Blue) (Rainbow Foil)","ELE027","Common","Tales of Aria - First","ELE-F",,
604386,"Emerging Avalanche (Blue) (Rainbow Foil)","ELE027","Common","Tales of Aria - Unlimited","ELE-U",,
700058,"Emerging Avalanche (Blue) (Regular)","021","Common","History Pack 2 - Black Label","2HP-BL",,
800823,"Emerging Avalanche (Blue) (Regular)","019","Common","Armory Deck Origins: Jarl Vetreidi","AJV",,
603925,"Emerging Avalanche (Red) (Normal)","ELE025","Common","Tales of Aria - First","ELE-F",,
604381,"Emerging Avalanche (Red) (Normal)","ELE025","Common","Tales of Aria - Unlimited","ELE-U",,
603926,"Emerging Avalanche (Red) (Rainbow Foil)","ELE025","Common","Tales of Aria - First","ELE-F",,
604382,"Emerging Avalanche (Red) (Rainbow Foil)","ELE025","Common","Tales of Aria - Unlimited","ELE-U",,
700056,"Emerging Avalanche (Red) (Regular)","019","Common","History Pack 2 - Black Label","2HP-BL",,
804410,"Emerging Avalanche (Red) (Regular)","019","Common","Archive Mastery Pack - Guardian","GAP",,
603927,"Emerging Avalanche (Yellow) (Normal)","ELE026","Common","Tales of Aria - First","ELE-F",,
604383,"Emerging Avalanche (Yellow) (Normal)","ELE026","Common","Tales of Aria - Unlimited","ELE-U",,
603928,"Emerging Avalanche (Yellow) (Rainbow Foil)","ELE026","Common","Tales of Aria - First","ELE-F",,
604384,"Emerging Avalanche (Yellow) (Rainbow Foil)","ELE026","Common","Tales of Aria - Unlimited","ELE-U",,
700057,"Emerging Avalanche (Yellow) (Regular)","020","Common","History Pack 2 - Black Label","2HP-BL",,
601869,"Emerging Dominance (Blue) (Normal)","CRU040","Common","Crucible of War - First","CRU-F",,
602278,"Emerging Dominance (Blue) (Normal)","CRU040","Common","Crucible of War - Unlimited","CRU-U",,
601870,"Emerging Dominance (Blue) (Rainbow Foil)","CRU040","Common","Crucible of War - First","CRU-F",,
602279,"Emerging Dominance (Blue) (Rainbow Foil)","CRU040","Common","Crucible of War - Unlimited","CRU-U",,
655269,"Emerging Dominance (Blue) (Regular)","081","Common","History Pack 1","1HP",,
667074,"Emerging Dominance (Blue) (Regular)","081","Common","History Pack 1 - Black Label","1HP-BL",,
704583,"Emerging Dominance (Blue) (Regular)","025","Common","History Pack 1 - Bravo Blitz Deck","1HB",,
804491,"Emerging Dominance (Blue) (Regular)","100","Common","Archive Mastery Pack - Guardian","GAP",,
601865,"Emerging Dominance (Red) (Normal)","CRU038","Common","Crucible of War - First","CRU-F",,
602274,"Emerging Dominance (Red) (Normal)","CRU038","Common","Crucible of War - Unlimited","CRU-U",,
601866,"Emerging Dominance (Red) (Rainbow Foil)","CRU038","Common","Crucible of War - First","CRU-F",,
602275,"Emerging Dominance (Red) (Rainbow Foil)","CRU038","Common","Crucible of War - Unlimited","CRU-U",,
655267,"Emerging Dominance (Red) (Regular)","079","Common","History Pack 1","1HP",,
667072,"Emerging Dominance (Red) (Regular)","079","Common","History Pack 1 - Black Label","1HP-BL",,
804490,"Emerging Dominance (Red) (Regular)","099","Common","Archive Mastery Pack - Guardian","GAP",,
601867,"Emerging Dominance (Yellow) (Normal)","CRU039","Common","Crucible of War - First","CRU-F",,
602276,"Emerging Dominance (Yellow) (Normal)","CRU039","Common","Crucible of War - Unlimited","CRU-U",,
601868,"Emerging Dominance (Yellow) (Rainbow Foil)","CRU039","Common","Crucible of War - First","CRU-F",,
602277,"Emerging Dominance (Yellow) (Rainbow Foil)","CRU039","Common","Crucible of War - Unlimited","CRU-U",,
655268,"Emerging Dominance (Yellow) (Regular)","080","Common","History Pack 1","1HP",,
667073,"Emerging Dominance (Yellow) (Regular)","080","Common","History Pack 1 - Black Label","1HP-BL",,
600147,"Emerging Power (Blue) (Normal)","WTR071-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600698,"Emerging Power (Blue) (Normal)","WTR071","Common","Welcome to Rathe - Unlimited","WTR-U",,
600146,"Emerging Power (Blue) (Rainbow Foil)","WTR071-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600697,"Emerging Power (Blue) (Rainbow Foil)","WTR071","Common","Welcome to Rathe - Unlimited","WTR-U",,
841039,"Emerging Power (Blue) (Regular)","102","Common","Mastery Pack: Guardian","MPG",,
600143,"Emerging Power (Red) (Normal)","WTR069-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600486,"Emerging Power (Red) (Normal)","012","Common","Welcome to Rathe - Bravo, Showstopper Hero Deck","BVO",,
600694,"Emerging Power (Red) (Normal)","WTR069","Common","Welcome to Rathe - Unlimited","WTR-U",,
600142,"Emerging Power (Red) (Rainbow Foil)","WTR069-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600693,"Emerging Power (Red) (Rainbow Foil)","WTR069","Common","Welcome to Rathe - Unlimited","WTR-U",,
841032,"Emerging Power (Red) (Regular)","100","Common","Mastery Pack: Guardian","MPG",,
600145,"Emerging Power (Yellow) (Normal)","WTR070-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600488,"Emerging Power (Yellow) (Normal)","014","Common","Welcome to Rathe - Bravo, Showstopper Hero Deck","BVO",,
600696,"Emerging Power (Yellow) (Normal)","WTR070","Common","Welcome to Rathe - Unlimited","WTR-U",,
600144,"Emerging Power (Yellow) (Rainbow Foil)","WTR070-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600695,"Emerging Power (Yellow) (Rainbow Foil)","WTR070","Common","Welcome to Rathe - Unlimited","WTR-U",,
841038,"Emerging Power (Yellow) (Regular)","101","Common","Mastery Pack: Guardian","MPG",,
654147,"Emeritus Scolding (Blue) (Extended Art Rainbow Foil)","092","Promo","LGS Promos","LGS",,
607972,"Emeritus Scolding (Blue) (Rainbow Foil)","127","Rare","Everfest - First","EVR-F",,
607971,"Emeritus Scolding (Blue) (Regular)","127","Rare","Everfest - First","EVR-F",,
700572,"Emeritus Scolding (Blue) (Regular)","434","Rare","History Pack 2 - Black Label","2HP-BL",,
704631,"Emeritus Scolding (Blue) (Regular)","018","Rare","History Pack 1 - Kano Blitz Deck","1HK",,
800018,"Emeritus Scolding (Blue) (Regular)","071","Rare","Archive Pack - Rosetta","RAP",,
654145,"Emeritus Scolding (Red) (Extended Art Rainbow Foil)","090","Promo","LGS Promos","LGS",,
607968,"Emeritus Scolding (Red) (Rainbow Foil)","125","Rare","Everfest - First","EVR-F",,
607967,"Emeritus Scolding (Red) (Regular)","125","Rare","Everfest - First","EVR-F",,
700568,"Emeritus Scolding (Red) (Regular)","432","Rare","History Pack 2 - Black Label","2HP-BL",,
800017,"Emeritus Scolding (Red) (Regular)","070","Rare","Archive Pack - Rosetta","RAP",,
654146,"Emeritus Scolding (Yellow) (Extended Art Rainbow Foil)","091","Promo","LGS Promos","LGS",,
607970,"Emeritus Scolding (Yellow) (Rainbow Foil)","126","Rare","Everfest - First","EVR-F",,
607969,"Emeritus Scolding (Yellow) (Regular)","126","Rare","Everfest - First","EVR-F",,
700569,"Emeritus Scolding (Yellow) (Regular)","433","Rare","History Pack 2 - Black Label","2HP-BL",,
773678,"Emissary of Moon (Extended Art Rainbow Foil)","299","Promo","LGS Promos","LGS",,
770877,"Emissary of Moon (Rainbow Foil)","197","Rare","Part the Mistveil","MST",,
770876,"Emissary of Moon (Regular)","197","Rare","Part the Mistveil","MST",,
774494,"Emissary of Tides (Extended Art Rainbow Foil)","295","Promo","LGS Promos","LGS",,
770881,"Emissary of Tides (Rainbow Foil)","198","Rare","Part the Mistveil","MST",,
770880,"Emissary of Tides (Regular)","198","Rare","Part the Mistveil","MST",,
778320,"Emissary of Wind (Extended Art Rainbow Foil)","303","Promo","LGS Promos","LGS",,
770884,"Emissary of Wind (Rainbow Foil)","199","Rare","Part the Mistveil","MST",,
770882,"Emissary of Wind (Regular)","199","Rare","Part the Mistveil","MST",,
682450,"Emperor, Dracai of Aesir (Cold Foil)","001","Legendary","Dynasty","DYN",,
685166,"Emperor, Dracai of Aesir (Marvel)","001","Marvel","Dynasty","DYN",,
682451,"Emperor, Dracai of Aesir (Rainbow Foil)","001","Legendary","Dynasty","DYN",,
849166,"Empowering Ruckus (Rainbow Foil)","039","Common","Super Slam","SUP",,
849165,"Empowering Ruckus (Regular)","039","Common","Super Slam","SUP",,
755405,"Empyrean Rapture (Cold Foil Golden)","138","Promo","FAB Promos","FAB",,
720915,"Empyrean Rapture (Cold Foil)","004","Legendary","Dusk till Dawn","DTD",,
721616,"Empyrean Rapture (Extended Art Cold Foil)","004","Legendary","Dusk till Dawn","DTD",,
720916,"Empyrean Rapture (Rainbow Foil)","004","Legendary","Dusk till Dawn","DTD",,
761185,"En Garde (Rainbow Foil)","148","Promo","LGS Promos","LGS",,
660516,"En Garde (Regular)","DVR009","Common","Classic Battles: Rhinar vs Dorinthea","DVR",,
833730,"Enact Vengeance (Regular)","008","Majestic","Armory Deck: Ira","ASR",,
663496,"Encase (Rainbow Foil)","104","Majestic","Uprising","UPR",,
662307,"Encase (Regular)","104","Majestic","Uprising","UPR",,
807130,"Enchanted Quiver (Cold Foil)","252","Majestic","The Hunted","HNT",,
807129,"Enchanted Quiver (Regular)","252","Majestic","The Hunted","HNT",,
601315,"Enchanting Melody (Blue) (Normal)","ARC169-R","Rare","Arcane Rising - First","ARC-F",,
601733,"Enchanting Melody (Blue) (Normal)","ARC169","Rare","Arcane Rising - Unlimited","ARC-U",,
601314,"Enchanting Melody (Blue) (Rainbow Foil)","ARC169-R","Rare","Arcane Rising - First","ARC-F",,
601732,"Enchanting Melody (Blue) (Rainbow Foil)","ARC169","Rare","Arcane Rising - Unlimited","ARC-U",,
655211,"Enchanting Melody (Blue) (Regular)","377","Rare","History Pack 1","1HP",,
667020,"Enchanting Melody (Blue) (Regular)","377","Rare","History Pack 1 - Black Label","1HP-BL",,
601311,"Enchanting Melody (Red) (Normal)","ARC167-R","Rare","Arcane Rising - First","ARC-F",,
601729,"Enchanting Melody (Red) (Normal)","ARC167","Rare","Arcane Rising - Unlimited","ARC-U",,
601310,"Enchanting Melody (Red) (Rainbow Foil)","ARC167-R","Rare","Arcane Rising - First","ARC-F",,
601728,"Enchanting Melody (Red) (Rainbow Foil)","ARC167","Rare","Arcane Rising - Unlimited","ARC-U",,
655209,"Enchanting Melody (Red) (Regular)","375","Rare","History Pack 1","1HP",,
667018,"Enchanting Melody (Red) (Regular)","375","Rare","History Pack 1 - Black Label","1HP-BL",,
601313,"Enchanting Melody (Yellow) (Normal)","ARC168-R","Rare","Arcane Rising - First","ARC-F",,
601731,"Enchanting Melody (Yellow) (Normal)","ARC168","Rare","Arcane Rising - Unlimited","ARC-U",,
601312,"Enchanting Melody (Yellow) (Rainbow Foil)","ARC168-R","Rare","Arcane Rising - First","ARC-F",,
601730,"Enchanting Melody (Yellow) (Rainbow Foil)","ARC168","Rare","Arcane Rising - Unlimited","ARC-U",,
655210,"Enchanting Melody (Yellow) (Regular)","376","Rare","History Pack 1","1HP",,
667019,"Enchanting Melody (Yellow) (Regular)","376","Rare","History Pack 1 - Black Label","1HP-BL",,
740270,"Encore (Regular)","061","Rare","Round the Table: TCC x LSS","TCC",,
806840,"Endear Devotion (Rainbow Foil)","104","Rare","The Hunted","HNT",,
806839,"Endear Devotion (Regular)","104","Rare","The Hunted","HNT",,
810667,"Endear Devotion (Regular)","013","Promo","GEM Pack Promos","GEM",,
812521,"Endear Devotion (Regular)","012","Rare","The Hunted - Fang Blitz Deck","FNG",,
807465,"Ender Devotion (Extended Art Rainbow Foil)","013","Promo","FAB Promos","FAB",,
666875,"Endless Arrow","228","Majestic","History Pack 1 - Black Label","1HP-BL",,
601077,"Endless Arrow (Normal)","ARC045-S","Super Rare","Arcane Rising - First","ARC-F",,
601495,"Endless Arrow (Normal)","ARC045","Super Rare","Arcane Rising - Unlimited","ARC-U",,
601076,"Endless Arrow (Rainbow Foil)","ARC045-S","Super Rare","Arcane Rising - First","ARC-F",,
601494,"Endless Arrow (Rainbow Foil)","ARC045","Super Rare","Arcane Rising - Unlimited","ARC-U",,
654907,"Endless Arrow (Regular)","228","Majestic","History Pack 1","1HP",,
602822,"Endless Maw (Blue) (Normal)","MON128","Rare","Monarch - First","MON-F",,
603412,"Endless Maw (Blue) (Normal)","MON128","Rare","Monarch - Unlimited","MON-U",,
602823,"Endless Maw (Blue) (Rainbow Foil)","MON128","Rare","Monarch - First","MON-F",,
603413,"Endless Maw (Blue) (Rainbow Foil)","MON128","Rare","Monarch - Unlimited","MON-U",,
700258,"Endless Maw (Blue) (Regular)","225","Rare","History Pack 2 - Black Label","2HP-BL",,
602818,"Endless Maw (Red) (Normal)","MON126","Rare","Monarch - First","MON-F",,
603408,"Endless Maw (Red) (Normal)","MON126","Rare","Monarch - Unlimited","MON-U",,
603830,"Endless Maw (Red) (Normal)","012","Rare","Monarch - Levia Blitz Deck","LEV",,
602819,"Endless Maw (Red) (Rainbow Foil)","MON126","Rare","Monarch - First","MON-F",,
603409,"Endless Maw (Red) (Rainbow Foil)","MON126","Rare","Monarch - Unlimited","MON-U",,
700256,"Endless Maw (Red) (Regular)","223","Rare","History Pack 2 - Black Label","2HP-BL",,
602820,"Endless Maw (Yellow) (Normal)","MON127","Rare","Monarch - First","MON-F",,
603410,"Endless Maw (Yellow) (Normal)","MON127","Rare","Monarch - Unlimited","MON-U",,
602821,"Endless Maw (Yellow) (Rainbow Foil)","MON127","Rare","Monarch - First","MON-F",,
603411,"Endless Maw (Yellow) (Rainbow Foil)","MON127","Rare","Monarch - Unlimited","MON-U",,
700257,"Endless Maw (Yellow) (Regular)","224","Rare","History Pack 2 - Black Label","2HP-BL",,
603883,"Endless Winter (Normal)","ELE004","Majestic","Tales of Aria - First","ELE-F",,
604339,"Endless Winter (Normal)","ELE004","Majestic","Tales of Aria - Unlimited","ELE-U",,
603884,"Endless Winter (Rainbow Foil)","ELE004","Majestic","Tales of Aria - First","ELE-F",,
604340,"Endless Winter (Rainbow Foil)","ELE004","Majestic","Tales of Aria - Unlimited","ELE-U",,
700039,"Endless Winter (Regular)","005","Majestic","History Pack 2 - Black Label","2HP-BL",,
804397,"Endless Winter (Regular)","006","Majestic","Archive Mastery Pack - Guardian","GAP",,
850338,"Energetic Impact (Extended Art Rainbow Foil)","098","Promo","GEM Pack Promos","GEM",,
850337,"Energetic Impact (Extended Art Regular)","098","Promo","GEM Pack Promos","GEM",,
849352,"Energetic Impact (Rainbow Foil)","131","Super Rare","Super Slam","SUP",,
849351,"Energetic Impact (Regular)","131","Super Rare","Super Slam","SUP",,
604800,"Energy Potion (Cold Foil)","012","Promo","FAB Promos","FAB",,
756224,"Energy Potion (Extended Art Cold Foil)","223","Promo","FAB Promos","FAB",,
600335,"Energy Potion (Normal)","WTR170-R","Rare","Welcome to Rathe - Alpha","WTR-A",,
600532,"Energy Potion (Normal)","029","Rare","Welcome to Rathe - Katsu, the Wanderer Hero Deck","KSU",,
600886,"Energy Potion (Normal)","WTR170","Rare","Welcome to Rathe - Unlimited","WTR-U",,
600561,"Energy Potion (Normal)","028","Rare","Welcome to Rathe - Dorinthea Ironsong Hero Deck","TEA",,
600334,"Energy Potion (Rainbow Foil)","WTR170-R","Rare","Welcome to Rathe - Alpha","WTR-A",,
600885,"Energy Potion (Rainbow Foil)","WTR170","Rare","Welcome to Rathe - Unlimited","WTR-U",,
