"cardmarketId","name","collectorNumber","rarity","expansion","expansionCode","scryfallId","tcgplayerId"
700686,"Ironhide Plate (Regular)","477","Common","History Pack 2 - Black Label","2HP-BL",,
604970,"Ironrot Chest (Artist Proof)","002","Promo","Slingshot Underground","OXO",,
604971,"Ironrot Gauntlet (Artist Proof)","003","Promo","Slingshot Underground","OXO",,
600309,"Ironrot Gauntlet (Cold Foil)","WTR157-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600308,"Ironrot Gauntlet (Normal)","WTR157-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600449,"Ironrot Gauntlet (Normal)","006","Common","Welcome to Rathe - Rhinar, Reckless Rampage Hero Deck","RNR",,
600539,"Ironrot Gauntlet (Normal)","006","Common","Welcome to Rathe - Dorinthea Ironsong Hero Deck","TEA",,
600859,"Ironrot Gauntlet (Normal)","WTR157","Common","Welcome to Rathe - Unlimited","WTR-U",,
600860,"Ironrot Gauntlet (Rainbow Foil)","WTR157","Common","Welcome to Rathe - Unlimited","WTR-U",,
605213,"Ironrot Gauntlet (Regular)","007","Common","Tales of Aria - Briar Blitz Deck","BRI",,
655593,"Ironrot Gauntlet (Regular)","344","Common","History Pack 1","1HP",,
667228,"Ironrot Gauntlet (Regular)","344","Common","History Pack 1 - Black Label","1HP-BL",,
841082,"Ironrot Gauntlet (Regular)","124","Common","Mastery Pack: Guardian","MPG",,
604969,"Ironrot Helm (Artist Proof)","001","Promo","Slingshot Underground","OXO",,
600305,"Ironrot Helm (Cold Foil)","WTR155-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600304,"Ironrot Helm (Normal)","WTR155-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600508,"Ironrot Helm (Normal)","005","Common","Welcome to Rathe - Katsu, the Wanderer Hero Deck","KSU",,
600447,"Ironrot Helm (Normal)","004","Common","Welcome to Rathe - Rhinar, Reckless Rampage Hero Deck","RNR",,
600855,"Ironrot Helm (Normal)","WTR155","Common","Welcome to Rathe - Unlimited","WTR-U",,
600856,"Ironrot Helm (Rainbow Foil)","WTR155","Common","Welcome to Rathe - Unlimited","WTR-U",,
660452,"Ironrot Helm (Rainbow Foil)","DVR003","Common","Classic Battles: Rhinar vs Dorinthea","DVR",,
655591,"Ironrot Helm (Regular)","342","Common","History Pack 1","1HP",,
667225,"Ironrot Helm (Regular)","342","Common","History Pack 1 - Black Label","1HP-BL",,
785010,"Ironrot Helm (Regular)","003","Common","First Strike: Aurora","AUR",,
785149,"Ironrot Helm (Regular)","004","Common","First Strike: Terra","TER",,
841080,"Ironrot Helm (Regular)","122","Common","Mastery Pack: Guardian","MPG",,
841151,"Ironrot Helm (Regular)","003","Common","Bravo Demo Deck","BDD",,
604972,"Ironrot Legs (Artist Proof)","004","Promo","Slingshot Underground","OXO",,
600311,"Ironrot Legs (Cold Foil)","WTR158-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600310,"Ironrot Legs (Normal)","WTR158-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600481,"Ironrot Legs (Normal)","007","Common","Welcome to Rathe - Bravo, Showstopper Hero Deck","BVO",,
600511,"Ironrot Legs (Normal)","008","Common","Welcome to Rathe - Katsu, the Wanderer Hero Deck","KSU",,
600861,"Ironrot Legs (Normal)","WTR158","Common","Welcome to Rathe - Unlimited","WTR-U",,
600862,"Ironrot Legs (Rainbow Foil)","WTR158","Common","Welcome to Rathe - Unlimited","WTR-U",,
660456,"Ironrot Legs (Rainbow Foil)","DVR006","Common","Classic Battles: Rhinar vs Dorinthea","DVR",,
605275,"Ironrot Legs (Regular)","006","Common","Tales of Aria - Lexi Blitz Deck","LXI",,
655594,"Ironrot Legs (Regular)","345","Common","History Pack 1","1HP",,
667229,"Ironrot Legs (Regular)","345","Common","History Pack 1 - Black Label","1HP-BL",,
785018,"Ironrot Legs (Regular)","006","Common","First Strike: Aurora","AUR",,
785152,"Ironrot Legs (Regular)","007","Common","First Strike: Terra","TER",,
841083,"Ironrot Legs (Regular)","125","Common","Mastery Pack: Guardian","MPG",,
841154,"Ironrot Legs (Regular)","006","Common","Bravo Demo Deck","BDD",,
600307,"Ironrot Plate (Cold Foil)","WTR156-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600306,"Ironrot Plate (Normal)","WTR156-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600479,"Ironrot Plate (Normal)","005","Common","Welcome to Rathe - Bravo, Showstopper Hero Deck","BVO",,
600538,"Ironrot Plate (Normal)","005","Common","Welcome to Rathe - Dorinthea Ironsong Hero Deck","TEA",,
600857,"Ironrot Plate (Normal)","WTR156","Common","Welcome to Rathe - Unlimited","WTR-U",,
600858,"Ironrot Plate (Rainbow Foil)","WTR156","Common","Welcome to Rathe - Unlimited","WTR-U",,
655592,"Ironrot Plate (Regular)","343","Common","History Pack 1","1HP",,
667226,"Ironrot Plate (Regular)","343","Common","History Pack 1 - Black Label","1HP-BL",,
841081,"Ironrot Plate (Regular)","123","Common","Mastery Pack: Guardian","MPG",,
600240,"Ironsong Determination (Normal)","WTR122-S","Super Rare","Welcome to Rathe - Alpha","WTR-A",,
600791,"Ironsong Determination (Normal)","WTR122","Super Rare","Welcome to Rathe - Unlimited","WTR-U",,
600239,"Ironsong Determination (Rainbow Foil)","WTR122-S","Super Rare","Welcome to Rathe - Alpha","WTR-A",,
600790,"Ironsong Determination (Rainbow Foil)","WTR122","Super Rare","Welcome to Rathe - Unlimited","WTR-U",,
684712,"Ironsong Pride (Extended Art Rainbow Foil)","072","Majestic","Dynasty","DYN",,
684711,"Ironsong Pride (Rainbow Foil)","072","Majestic","Dynasty","DYN",,
684710,"Ironsong Pride (Regular)","072","Majestic","Dynasty","DYN",,
600264,"Ironsong Response (Blue) (Normal)","WTR134-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600554,"Ironsong Response (Blue) (Normal)","021","Common","Welcome to Rathe - Dorinthea Ironsong Hero Deck","TEA",,
600815,"Ironsong Response (Blue) (Normal)","WTR134","Common","Welcome to Rathe - Unlimited","WTR-U",,
600263,"Ironsong Response (Blue) (Rainbow Foil)","WTR134-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600814,"Ironsong Response (Blue) (Rainbow Foil)","WTR134","Common","Welcome to Rathe - Unlimited","WTR-U",,
604918,"Ironsong Response (Blue) (Rainbow Foil)","031","Promo","LGS Promos","LGS",,
655312,"Ironsong Response (Blue) (Regular)","164","Common","History Pack 1","1HP",,
667115,"Ironsong Response (Blue) (Regular)","164","Common","History Pack 1 - Black Label","1HP-BL",,
707919,"Ironsong Response (Blue) (Regular)","021","Common","History Pack 1 - Dorinthea Blitz Deck","1HT",,
600260,"Ironsong Response (Red) (Normal)","WTR132-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600811,"Ironsong Response (Red) (Normal)","WTR132","Common","Welcome to Rathe - Unlimited","WTR-U",,
604895,"Ironsong Response (Red) (Normal)","008","Promo","LGS Promos","LGS",,
600259,"Ironsong Response (Red) (Rainbow Foil)","WTR132-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600810,"Ironsong Response (Red) (Rainbow Foil)","WTR132","Common","Welcome to Rathe - Unlimited","WTR-U",,
604916,"Ironsong Response (Red) (Rainbow Foil)","029","Promo","LGS Promos","LGS",,
655307,"Ironsong Response (Red) (Regular)","162","Common","History Pack 1","1HP",,
660532,"Ironsong Response (Red) (Regular)","DVR016","Common","Classic Battles: Rhinar vs Dorinthea","DVR",,
667113,"Ironsong Response (Red) (Regular)","162","Common","History Pack 1 - Black Label","1HP-BL",,
707906,"Ironsong Response (Red) (Regular)","008","Common","History Pack 1 - Dorinthea Blitz Deck","1HT",,
600262,"Ironsong Response (Yellow) (Normal)","WTR133-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600813,"Ironsong Response (Yellow) (Normal)","WTR133","Common","Welcome to Rathe - Unlimited","WTR-U",,
600261,"Ironsong Response (Yellow) (Rainbow Foil)","WTR133-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600812,"Ironsong Response (Yellow) (Rainbow Foil)","WTR133","Common","Welcome to Rathe - Unlimited","WTR-U",,
604917,"Ironsong Response (Yellow) (Rainbow Foil)","030","Promo","LGS Promos","LGS",,
655310,"Ironsong Response (Yellow) (Regular)","163","Common","History Pack 1","1HP",,
667114,"Ironsong Response (Yellow) (Regular)","163","Common","History Pack 1 - Black Label","1HP-BL",,
707914,"Ironsong Response (Yellow) (Regular)","016","Common","History Pack 1 - Dorinthea Blitz Deck","1HT",,
755408,"Ironsong Versus (Cold Foil Golden)","141","Promo","FAB Promos","FAB",,
721496,"Ironsong Versus (Cold Foil)","207","Legendary","Dusk till Dawn","DTD",,
721497,"Ironsong Versus (Rainbow Foil)","207","Legendary","Dusk till Dawn","DTD",,
663597,"Isenhowl Weathervane (Blue) (Rainbow Foil)","143","Rare","Uprising","UPR",,
663596,"Isenhowl Weathervane (Blue) (Regular)","143","Rare","Uprising","UPR",,
804436,"Isenhowl Weathervane (Blue) (Regular)","045","Rare","Archive Mastery Pack - Guardian","GAP",,
663593,"Isenhowl Weathervane (Red) (Rainbow Foil)","141","Rare","Uprising","UPR",,
663592,"Isenhowl Weathervane (Red) (Regular)","141","Rare","Uprising","UPR",,
804435,"Isenhowl Weathervane (Red) (Regular)","044","Rare","Archive Mastery Pack - Guardian","GAP",,
663594,"Isenhowl Weathervane (Yellow) (Rainbow Foil)","142","Rare","Uprising","UPR",,
663595,"Isenhowl Weathervane (Yellow) (Regular)","142","Rare","Uprising","UPR",,
702038,"Isolate (Blue) (Rainbow Foil)","029","Common","Outsiders","OUT",,
700786,"Isolate (Blue) (Regular)","029","Common","Outsiders","OUT",,
800206,"Isolate (Blue) (Regular)","032","Common","Archive Pack - Part the Mistveil","MAP",,
702036,"Isolate (Red) (Rainbow Foil)","027","Common","Outsiders","OUT",,
700784,"Isolate (Red) (Regular)","027","Common","Outsiders","OUT",,
800204,"Isolate (Red) (Regular)","030","Common","Archive Pack - Part the Mistveil","MAP",,
702037,"Isolate (Yellow) (Rainbow Foil)","028","Common","Outsiders","OUT",,
700785,"Isolate (Yellow) (Regular)","028","Common","Outsiders","OUT",,
800205,"Isolate (Yellow) (Regular)","031","Common","Archive Pack - Part the Mistveil","MAP",,
654202,"Iyslander (Cold Foil)","052","Promo","Hero Promos","HER",,
607958,"Iyslander (Rainbow Foil)","120","Majestic","Everfest - First","EVR-F",,
605953,"Iyslander (Regular)","120","Majestic","Everfest - First","EVR-F",,
662306,"Iyslander (Regular)","103","Token","Uprising","UPR",,
663495,"Iyslander // Iyslander (Marvel)","103","Marvel","Uprising","UPR",,
669852,"Iyslander, Stormbind (Cold Foil)","060","Promo","Hero Promos","HER",,
668108,"Iyslander, Stormbind (Rainbow Foil)","067","Promo","Hero Promos","HER",,
662305,"Iyslander, Stormbind (Regular)","102","Token","Uprising","UPR",,
827611,"Jack Be Nimble (Rainbow Foil)","201","Rare","High Seas","SEA",,
827608,"Jack Be Nimble (Regular)","201","Rare","High Seas","SEA",,
827610,"Jack Be Quick (Rainbow Foil)","202","Rare","High Seas","SEA",,
827609,"Jack Be Quick (Regular)","202","Rare","High Seas","SEA",,
747199,"Jack-o'-lantern (Blue) (Extended Art Regular)","178","Promo","LGS Promos","LGS",,
747197,"Jack-o'-lantern (Red) (Extended Art Regular)","176","Promo","LGS Promos","LGS",,
747198,"Jack-o'-lantern (Yellow) (Extended Art Regular)","177","Promo","LGS Promos","LGS",,
807473,"Jagged Edge (Extended Art Cold Foil)","311","Promo","FAB Promos","FAB",,
806864,"Jagged Edge (Rainbow Foil)","116","Majestic","The Hunted","HNT",,
806863,"Jagged Edge (Regular)","116","Majestic","The Hunted","HNT",,
843953,"Jarl Vetreiði (Marvel)","000","Marvel","Mastery Pack: Guardian","MPG",,
800803,"Jarl Vetreiði (Rainbow Foil)","001","Majestic","Armory Deck Origins: Jarl Vetreidi","AJV",,
850300,"Jarl Vetreiði (Regular)","076","Promo","GEM Pack Promos","GEM",,
849105,"Jaws of Victory (Rainbow Foil)","005","Super Rare","Super Slam","SUP",,
849104,"Jaws of Victory (Regular)","005","Super Rare","Super Slam","SUP",,
734187,"Jinglewood, Smash Hit (Cold Foil)","050","Rare","Round the Table: TCC x LSS","TCC",,
740197,"Jinglewood, Smash Hit (Rainbow Foil)","212","Promo","LGS Promos","LGS",,
827382,"Jittery Bones (Blue) (Rainbow Foil)","070","Common","High Seas","SEA",,
827381,"Jittery Bones (Blue) (Regular)","070","Common","High Seas","SEA",,
828212,"Jittery Bones (Blue) (Regular)","022","Common","Armory Deck: Gravy Bones","AGB",,
829561,"Jittery Bones (Red) (Extended Art Rainbow Foil)","049","Promo","GEM Pack Promos","GEM",,
829560,"Jittery Bones (Red) (Extended Art Regular)","049","Promo","GEM Pack Promos","GEM",,
827378,"Jittery Bones (Red) (Rainbow Foil)","068","Common","High Seas","SEA",,
827377,"Jittery Bones (Red) (Regular)","068","Common","High Seas","SEA",,
828220,"Jittery Bones (Red) (Regular)","009","Common","Armory Deck: Gravy Bones","AGB",,
827380,"Jittery Bones (Yellow) (Rainbow Foil)","069","Common","High Seas","SEA",,
827379,"Jittery Bones (Yellow) (Regular)","069","Common","High Seas","SEA",,
827168,"Jolly Bludger (Rainbow Foil)","005","Majestic","High Seas","SEA",,
827167,"Jolly Bludger (Regular)","005","Majestic","High Seas","SEA",,
714457,"Jubeel, Spellbane (Cold Foil)","137","Promo","FAB Promos","FAB",,
684707,"Jubeel, Spellbane (Rainbow Foil)","067","Majestic","Dynasty","DYN",,
684705,"Jubeel, Spellbane (Regular)","067","Majestic","Dynasty","DYN",,
750869,"Judge, Jury, Executioner (Rainbow Foil)","249","Majestic","Heavy Hitters","HVY",,
750868,"Judge, Jury, Executioner (Regular)","249","Majestic","Heavy Hitters","HVY",,
686408,"Jump Start (Blue) (Rainbow Foil)","106","Common","Dynasty","DYN",,
684778,"Jump Start (Blue) (Regular)","106","Common","Dynasty","DYN",,
735147,"Jump Start (Blue) (Regular)","182","Common","Bright Lights","EVO",,
684775,"Jump Start (Red) (Rainbow Foil)","104","Common","Dynasty","DYN",,
684774,"Jump Start (Red) (Regular)","104","Common","Dynasty","DYN",,
735125,"Jump Start (Red) (Regular)","180","Common","Bright Lights","EVO",,
821798,"Jump Start (Red) (Regular)","011","Common","Armory Deck: Maxx Nitro","AMX",,
684777,"Jump Start (Yellow) (Rainbow Foil)","105","Common","Dynasty","DYN",,
684776,"Jump Start (Yellow) (Regular)","105","Common","Dynasty","DYN",,
735128,"Jump Start (Yellow) (Regular)","181","Common","Bright Lights","EVO",,
734123,"Junkyard Dogg (Blue) (Rainbow Foil)","128","Common","Bright Lights","EVO",,
734122,"Junkyard Dogg (Blue) (Regular)","128","Common","Bright Lights","EVO",,
734119,"Junkyard Dogg (Red) (Rainbow Foil)","126","Common","Bright Lights","EVO",,
734118,"Junkyard Dogg (Red) (Regular)","126","Common","Bright Lights","EVO",,
734121,"Junkyard Dogg (Yellow) (Rainbow Foil)","127","Common","Bright Lights","EVO",,
734120,"Junkyard Dogg (Yellow) (Regular)","127","Common","Bright Lights","EVO",,
770683,"Just a Nick (Rainbow Foil)","105","Majestic","Part the Mistveil","MST",,
770681,"Just a Nick (Regular)","105","Majestic","Part the Mistveil","MST",,
828245,"Kabuto of Imperial Authority (Cold Foil Golden)","292","Promo","FAB Promos","FAB",,
806861,"Kabuto of Imperial Authority (Extended Art Cold Foil)","115","Legendary","The Hunted","HNT",,
806862,"Kabuto of Imperial Authority (Rainbow Foil)","115","Legendary","The Hunted","HNT",,
822689,"Kano (Cold Foil)","072","Promo","Hero Promos","HER",,
604853,"Kano (Rainbow Foil)","016","Promo","Hero Promos","HER",,
655570,"Kano (Regular)","302","Common","History Pack 1","1HP",,
667202,"Kano (Regular)","302","Common","History Pack 1 - Black Label","1HP-BL",,
704614,"Kano (Regular)","001","Common","History Pack 1 - Kano Blitz Deck","1HK",,
799997,"Kano (Regular)","050","Common","Archive Pack - Rosetta","RAP",,
604849,"Kano, Dracai of Aether (Cold Foil)","012","Promo","Hero Promos","HER",,
666524,"Kano, Dracai of Aether (Marvel)","301","Marvel","History Pack 1 - Black Label","1HP-BL",,
601987,"Kano, Dracai of Aether (Normal)","CRU158","Common","Crucible of War - First","CRU-F",,
602502,"Kano, Dracai of Aether (Normal)","CRU158","Common","Crucible of War - Unlimited","CRU-U",,
604857,"Kano, Dracai of Aether (Rainbow Foil)","020","Promo","Hero Promos","HER",,
655569,"Kano, Dracai of Aether (Regular)","301","Common","History Pack 1","1HP",,
667201,"Kano, Dracai of Aether (Regular)","301","Common","History Pack 1 - Black Label","1HP-BL",,
799996,"Kano, Dracai of Aether (Regular)","049","Common","Archive Pack - Rosetta","RAP",,
605732,"Kano, Dracai of Aether // Kano (Normal)","113/114","Token","Arcane Rising - Unlimited","ARC-U",,
605655,"Kano, Dracai of Aether // Kano (Normal)","113/114","Token","Arcane Rising - First","ARC-F",,
750772,"Kassai (Marvel)","091","Marvel","Heavy Hitters","HVY",,
760375,"Kassai (Rainbow Foil)","001","Rare","Heavy Hitters - Kassai Blitz Deck","KSI",,
750773,"Kassai (Regular)","091","Token","Heavy Hitters","HVY",,
833483,"Kassai of the Golden Sand (Alternate Art Rainbow Foil)","146","Promo","Hero Promos","HER",,
750770,"Kassai of the Golden Sand (Marvel)","090","Marvel","Heavy Hitters","HVY",,
766863,"Kassai of the Golden Sand (Rainbow Foil)","110","Promo","Hero Promos","HER",,
750771,"Kassai of the Golden Sand (Regular)","090","Majestic","Heavy Hitters","HVY",,
604866,"Kassai, Cintari Sellsword (Cold Foil)","029","Promo","Hero Promos","HER",,
602137,"Kassai, Cintari Sellsword (Normal)","CRU077","Rare","Crucible of War - First","CRU-F",,
602349,"Kassai, Cintari Sellsword (Normal)","CRU077","Rare","Crucible of War - Unlimited","CRU-U",,
602138,"Kassai, Cintari Sellsword (Rainbow Foil)","CRU077","Rare","Crucible of War - First","CRU-F",,
602350,"Kassai, Cintari Sellsword (Rainbow Foil)","CRU077","Rare","Crucible of War - Unlimited","CRU-U",,
655147,"Kassai, Cintari Sellsword (Regular)","140","Rare","History Pack 1","1HP",,
666951,"Kassai, Cintari Sellsword (Regular)","140","Rare","History Pack 1 - Black Label","1HP-BL",,
659115,"Katsu (Cold Foil)","056","Promo","Hero Promos","HER",,
600505,"Katsu (Normal)","002","Token","Welcome to Rathe - Katsu, the Wanderer Hero Deck","KSU",,
604844,"Katsu (Rainbow Foil)","007","Promo","Hero Promos","HER",,
655275,"Katsu (Regular)","087","Common","History Pack 1","1HP",,
667081,"Katsu (Regular)","087","Common","History Pack 1 - Black Label","1HP-BL",,
800234,"Katsu (Regular)","060","Common","Archive Pack - Part the Mistveil","MAP",,
708862,"Katsu // Benji, the Piercing Wind (Regular)","046/047","Token","Outsiders","OUT",,
605474,"Katsu // Harmonized Kodachi (Normal)","077/078","Token","Welcome to Rathe - Alpha","WTR-A",,
605565,"Katsu // Harmonized Kodachi (Normal)","077/078","Token","Welcome to Rathe - Unlimited","WTR-U",,
604840,"Katsu, the Wanderer (Cold Foil)","003","Promo","Hero Promos","HER",,
667080,"Katsu, the Wanderer (Marvel)","086","Marvel","History Pack 1 - Black Label","1HP-BL",,
600504,"Katsu, the Wanderer (Normal)","001","Common","Welcome to Rathe - Katsu, the Wanderer Hero Deck","KSU",,
601878,"Katsu, the Wanderer (Normal)","CRU045","Common","Crucible of War - First","CRU-F",,
602287,"Katsu, the Wanderer (Normal)","CRU045","Common","Crucible of War - Unlimited","CRU-U",,
604860,"Katsu, the Wanderer (Rainbow Foil)","023","Promo","Hero Promos","HER",,
655274,"Katsu, the Wanderer (Regular)","086","Common","History Pack 1","1HP",,
667079,"Katsu, the Wanderer (Regular)","086","Common","History Pack 1 - Black Label","1HP-BL",,
800233,"Katsu, the Wanderer (Regular)","059","Common","Archive Pack - Part the Mistveil","MAP",,
658350,"Katsu, the Wanderer // Katsu (Normal)","076/077","Token","Welcome to Rathe - Unlimited","WTR-U",,
658359,"Katsu, the Wanderer // Katsu (Normal)","076/077","Token","Welcome to Rathe - Alpha","WTR-A",,
708856,"Katsu, the Wanderer // Ponder (Regular)","045/237","Token","Outsiders","OUT",,
604865,"Kavdaen, Trader of Skins (Cold Foil)","028","Promo","Hero Promos","HER",,
602159,"Kavdaen, Trader of Skins (Normal)","CRU118","Rare","Crucible of War - First","CRU-F",,
602427,"Kavdaen, Trader of Skins (Normal)","CRU118","Rare","Crucible of War - Unlimited","CRU-U",,
602160,"Kavdaen, Trader of Skins (Rainbow Foil)","CRU118","Rare","Crucible of War - First","CRU-F",,
602428,"Kavdaen, Trader of Skins (Rainbow Foil)","CRU118","Rare","Crucible of War - Unlimited","CRU-U",,
655170,"Kavdaen, Trader of Skins (Regular)","220","Rare","History Pack 1","1HP",,
666974,"Kavdaen, Trader of Skins (Regular)","220","Rare","History Pack 1 - Black Label","1HP-BL",,
750719,"Kayo (Marvel)","002","Marvel","Heavy Hitters","HVY",,
760404,"Kayo (Rainbow Foil)","001","Rare","Heavy Hitters - Kayo Blitz Deck","KYO",,
750718,"Kayo (Regular)","002","Token","Heavy Hitters","HVY",,
750716,"Kayo, Armed and Dangerous (Marvel)","001","Marvel","Heavy Hitters","HVY",,
766861,"Kayo, Armed and Dangerous (Rainbow Foil)","108","Promo","Hero Promos","HER",,
750717,"Kayo, Armed and Dangerous (Regular)","001","Majestic","Heavy Hitters","HVY",,
767859,"Kayo, Armed and Dangerous (Regular)","001","Majestic","Armory Deck: Kayo","AKO",,
604862,"Kayo, Berserker Runt (Cold Foil)","025","Promo","Hero Promos","HER",,
602205,"Kayo, Berserker Runt (Normal)","CRU002","Rare","Crucible of War - Unlimited","CRU-U",,
602093,"Kayo, Berserker Runt (Normal)","CRU002","Rare","Crucible of War - First","CRU-F",,
602206,"Kayo, Berserker Runt (Rainbow Foil)","CRU002","Rare","Crucible of War - Unlimited","CRU-U",,
602094,"Kayo, Berserker Runt (Rainbow Foil)","CRU002","Rare","Crucible of War - First","CRU-F",,
655015,"Kayo, Berserker Runt (Regular)","003","Rare","History Pack 1","1HP",,
666906,"Kayo, Berserker Runt (Regular)","003","Rare","History Pack 1 - Black Label","1HP-BL",,
849825,"Kayo, Strong-arm (Marvel)","064","Marvel","Super Slam","SUP",,
849223,"Kayo, Strong-arm (Regular)","064","Token","Super Slam","SUP",,
856125,"Kayo, Strongarm (Rainbow Foil)","151","Promo","Hero Promos","HER",,
849823,"Kayo, Underhanded Cheat (Marvel)","018","Marvel","Super Slam","SUP",,
850957,"Kayo, Underhanded Cheat (Rainbow Foil)","148","Promo","Hero Promos","HER",,
849222,"Kayo, Underhanded Cheat (Regular)","063","Token","Super Slam","SUP",,
829777,"Kelpie, Tangled Mess (Extended Art Rainbow Foil)","404","Promo","LGS Promos","LGS",,
828161,"Kelpie, Tangled Mess (Marvel)","059","Marvel","High Seas","SEA",,
827362,"Kelpie, Tangled Mess (Regular)","059","Rare","High Seas","SEA",,
849723,"Kick the Hornet's Nest (Rainbow Foil)","217","Majestic","Super Slam","SUP",,
849722,"Kick the Hornet's Nest (Regular)","217","Majestic","Super Slam","SUP",,
769045,"Kindle (Rainbow Foil)","234","Majestic","Part the Mistveil","MST",,
769044,"Kindle (Regular)","234","Majestic","Part the Mistveil","MST",,
827402,"King Kraken Harpoon (Rainbow Foil)","085","Majestic","High Seas","SEA",,
829860,"King Kraken Harpoon (Rainbow Foil)","085","Majestic","High Seas","SEA",,
827401,"King Kraken Harpoon (Regular)","085","Majestic","High Seas","SEA",,
827404,"King Shark Harpoon (Rainbow Foil)","086","Majestic","High Seas","SEA",,
829861,"King Shark Harpoon (Rainbow Foil)","086","Majestic","High Seas","SEA",,
827403,"King Shark Harpoon (Regular)","086","Majestic","High Seas","SEA",,
807156,"Kiss of Death (Extended Art Cold Foil)","012","Majestic","The Hunted","HNT",,
806672,"Kiss of Death (Rainbow Foil)","012","Majestic","The Hunted","HNT",,
806671,"Kiss of Death (Regular)","012","Majestic","The Hunted","HNT",,
659144,"Knick Knack Bric-a-brac (Extended Art Rainbow Foil)","159","Majestic","Everfest - First","EVR-F",,
608034,"Knick Knack Bric-a-brac (Rainbow Foil)","159","Majestic","Everfest - First","EVR-F",,
606652,"Knick Knack Bric-a-brac (Regular)","159","Majestic","Everfest - First","EVR-F",,
806904,"Knife through Butter (Blue) (Rainbow Foil)","136","Common","The Hunted","HNT",,
806903,"Knife through Butter (Blue) (Regular)","136","Common","The Hunted","HNT",,
806900,"Knife through Butter (Red) (Rainbow Foil)","134","Common","The Hunted","HNT",,
806899,"Knife through Butter (Red) (Regular)","134","Common","The Hunted","HNT",,
806902,"Knife through Butter (Yellow) (Rainbow Foil)","135","Common","The Hunted","HNT",,
806901,"Knife through Butter (Yellow) (Regular)","135","Common","The Hunted","HNT",,
702909,"Knives Out (Rainbow Foil)","144","Majestic","Outsiders","OUT",,
702910,"Knives Out (Regular)","144","Majestic","Outsiders","OUT",,
841156,"Knock 'Em Off Their Feet (Regular)","008","Rare","Bravo Demo Deck","BDD",,
760057,"Knucklehead (Cold Foil)","243","Promo","LGS Promos","LGS",,
760045,"Knucklehead (Rainbow Foil)","231","Promo","LGS Promos","LGS",,
751234,"Knucklehead (Regular)","009","Rare","Heavy Hitters","HVY",,
760406,"Knucklehead (Regular)","003","Rare","Heavy Hitters - Kayo Blitz Deck","KYO",,
767861,"Knucklehead (Regular)","003","Rare","Armory Deck: Kayo","AKO",,
768869,"Koi Blessed Kimono (Extended Art Cold Foil)","068","Common","Part the Mistveil","MST",,
781921,"Koi Blessed Kimono (Rainbow Foil)","275","Promo","LGS Promos","LGS",,
768868,"Koi Blessed Kimono (Regular)","068","Common","Part the Mistveil","MST",,
772999,"Koi Blessed Kimono (Regular)","004","Common","Part the Mistveil - Nuu Blitz Deck","NUU",,
603878,"Korshem, Crossroad of Elements (Cold Foil)","ELE000","Fabled","Tales of Aria - First","ELE-F",,
604334,"Korshem, Crossroad of Elements (Rainbow Foil)","ELE000","Fabled","Tales of Aria - Unlimited","ELE-U",,
701843,"Korshem, Crossroad of Elements (Rainbow Foil)","000","Fabled","History Pack 2 - Black Label","2HP-BL",,
607960,"Kraken's Aethervein (Cold Foil)","121","Majestic","Everfest - First","EVR-F",,
607959,"Kraken's Aethervein (Regular)","121","Majestic","Everfest - First","EVR-F",,
700563,"Kraken's Aethervein (Regular)","429","Majestic","History Pack 2 - Black Label","2HP-BL",,
807456,"Kunai of Retribution (Cold Foil)","002","Promo","FAB Promos","FAB",,
807457,"Kunai of Retribution (Cold Foil)","003","Promo","FAB Promos","FAB",,
809632,"Kunai of Retribution (Rainbow Foil)","373","Promo","LGS Promos","LGS",,
812063,"Kunai of Retribution (Regular)","002","Common","The Hunted - Cindra Blitz Deck","CIN",,
853970,"Kunai of Retribution (Regular)","056","Token","The Hunted","HNT",,
781812,"Lace with Bloodroot (Regular)","017","Rare","Armory Deck: Azalea","AAZ",,
703552,"Lace with Bloodrot (Extended Art Rainbow Foil)","134","Promo","LGS Promos","LGS",,
702796,"Lace with Bloodrot (Rainbow Foil)","112","Rare","Outsiders","OUT",,
701301,"Lace with Bloodrot (Regular)","112","Rare","Outsiders","OUT",,
703554,"Lace with Frailty (Extended Art Rainbow Foil)","136","Promo","LGS Promos","LGS",,
702797,"Lace with Frailty (Rainbow Foil)","113","Rare","Outsiders","OUT",,
701302,"Lace with Frailty (Regular)","113","Rare","Outsiders","OUT",,
781813,"Lace with Frailty (Regular)","018","Rare","Armory Deck: Azalea","AAZ",,
703553,"Lace with Inertia (Extended Art Rainbow Foil)","135","Promo","LGS Promos","LGS",,
702798,"Lace with Inertia (Rainbow Foil)","114","Rare","Outsiders","OUT",,
